date,OT
2013/10/31 23:00,1272393.49
2013/10/31 23:15,619933.1826
2013/10/31 23:30,1168093.12
2013/10/31 23:45,563293.4467
2013/11/1 0:00,1076483.685
2013/11/1 0:15,514802.046
2013/11/1 0:30,1016036.44
2013/11/1 0:45,480129.9998
2013/11/1 1:00,933237.0593
2013/11/1 1:15,448566.827
2013/11/1 1:30,869099.6278
2013/11/1 1:45,417919.1597
2013/11/1 2:00,818904.6597
2013/11/1 2:15,393670.4751
2013/11/1 2:30,778570.5027
2013/11/1 2:45,374927.8965
2013/11/1 3:00,744868.814
2013/11/1 3:15,359437.0299
2013/11/1 3:30,708802.3741
2013/11/1 3:45,345020.8088
2013/11/1 4:00,680914.6631
2013/11/1 4:15,334975.3797
2013/11/1 4:30,673860.1517
2013/11/1 4:45,336891.0912
2013/11/1 5:00,678598.6012
2013/11/1 5:15,337031.4902
2013/11/1 5:30,698853.8425
2013/11/1 5:45,354115.0417
2013/11/1 6:00,743328.2772
2013/11/1 6:15,374478.9922
2013/11/1 6:30,805298.9328
2013/11/1 6:45,420145.5528
2013/11/1 7:00,878149.0672
2013/11/1 7:15,456139.308
2013/11/1 7:30,978548.76
2013/11/1 7:45,509680.6679
2013/11/1 8:00,1085523.17
2013/11/1 8:15,567851.0944
2013/11/1 8:30,1193249.517
2013/11/1 8:45,613643.7561
2013/11/1 9:00,1275783.773
2013/11/1 9:15,664257.4943
2013/11/1 9:30,1105378.0983616821
2013/11/1 9:45,681679.8205
2013/11/1 10:00,1384564.922
2013/11/1 10:15,685428.1708
2013/11/1 10:30,1392096.017
2013/11/1 10:45,689818.3534
2013/11/1 11:00,1385182.055
2013/11/1 11:15,685276.6191
2013/11/1 11:30,1351473.958
2013/11/1 11:45,571097.4667521867
2013/11/1 12:00,1294746.05
2013/11/1 12:15,640501.6896
2013/11/1 12:30,1310634.188
2013/11/1 12:45,658689.7862
2013/11/1 13:00,1345240.91
2013/11/1 13:15,664715.7909
2013/11/1 13:30,1355418.221
2013/11/1 13:45,670080.7023
2013/11/1 14:00,1354978.306
2013/11/1 14:15,668315.2755
2013/11/1 14:30,1357778.733
2013/11/1 14:45,675937.5593
2013/11/1 15:00,1367237.906
2013/11/1 15:15,683574.3311
