date,OT
2017/1/1 0:00,4.141018699301421
2017/1/1 1:00,2.520268503
2017/1/1 2:00,1.489956299
2017/1/1 3:00,0.896120078
2017/1/1 4:00,0.608649615
2017/1/1 5:00,0.552281119
2017/1/1 6:00,0.799602444
2017/1/1 7:00,1.492961935
2017/1/1 8:00,2.319831012
2017/1/1 9:00,3.057128772
2017/1/1 10:00,3.610928735
2017/1/1 11:00,3.867333768
2017/1/1 12:00,3.875674118
2017/1/1 13:00,3.78052486
2017/1/1 14:00,2.859240869
2017/1/1 15:00,3.682955273
2017/1/1 16:00,4.326942110446358
2017/1/1 17:00,3.800472177
2017/1/1 18:00,3.934243872
2017/1/1 19:00,4.019793881
2017/1/1 20:00,3.995172272
2017/1/1 21:00,4.537309472362205
2017/1/1 22:00,3.923883035
2017/1/1 23:00,4.609963101
2017/1/2 0:00,3.696607242
2017/1/2 1:00,2.265063846
2017/1/2 2:00,1.286139236
2017/1/2 3:00,0.762149487
2017/1/2 4:00,0.480649365
2017/1/2 5:00,0.476143039
2017/1/2 6:00,0.713216711
2017/1/2 7:00,1.308540891
2017/1/2 8:00,2.001054422
2017/1/2 9:00,2.717088589
2017/1/2 10:00,3.39472532
2017/1/2 11:00,3.813036362
2017/1/2 12:00,4.1573224
2017/1/2 13:00,3.39823819
2017/1/2 14:00,2.732501077
2017/1/2 15:00,2.769116208
2017/1/2 16:00,2.824429639
2017/1/2 17:00,3.539293216
2017/1/2 18:00,3.682715735
2017/1/2 19:00,3.118376797
2017/1/2 20:00,3.476973856
2017/1/2 21:00,4.547732568
2017/1/2 22:00,4.403461707
2017/1/2 23:00,5.446996402
2017/1/3 0:00,4.112476172
2017/1/3 1:00,2.276217902
2017/1/3 2:00,1.244251898
2017/1/3 3:00,0.720777692
2017/1/3 4:00,0.497126498
2017/1/3 5:00,0.474300806
2017/1/3 6:00,0.819530539
2017/1/3 7:00,1.867978387
2017/1/3 8:00,2.805217059
2017/1/3 9:00,3.07276171
2017/1/3 10:00,3.276185068
2017/1/3 11:00,3.433614001
2017/1/3 12:00,3.293762601
2017/1/3 13:00,2.841612912
2017/1/3 14:00,2.653473346
2017/1/3 15:00,2.705509171
2017/1/3 16:00,2.833302655
2017/1/3 17:00,2.940797049
2017/1/3 18:00,4.352332007
2017/1/3 19:00,4.298664621
2017/1/3 20:00,4.427143048
2017/1/3 21:00,4.448438611
2017/1/3 22:00,4.624019473
2017/1/3 23:00,5.442357187
2017/1/4 0:00,4.138509702
2017/1/4 1:00,2.469076562
2017/1/4 2:00,1.185360742
2017/1/4 3:00,0.5873483559856574
2017/1/4 4:00,0.498551245
2017/1/4 5:00,0.518455502
2017/1/4 6:00,0.906866031
